,Location,FIPS,Life Expectancy,County name,"Total per enrollee (age, sex, race adjusted)","Total per enrollee (age, sex, race, price adjusted)"
1509,"Cooper County, Missouri",29053,77.93,MO-Cooper County,"7,881 ","8,751 "
1510,"Crawford County, Missouri",29055,76.01,MO-Crawford County,"9,353 ","10,133 "
1511,"Dade County, Missouri",29057,76.96,MO-Dade County,"8,243 ","9,347 "
1512,"Dallas County, Missouri",29059,76.95,MO-Dallas County,"8,776 ","9,869 "
1513,"Daviess County, Missouri",29061,77.54,MO-Daviess County,"10,544 ","11,268 "
1514,"DeKalb County, Missouri",29063,78.55,MO-DeKalb County,"9,807 ","10,034 "
1515,"Dent County, Missouri",29065,76.00,MO-Dent County,"9,496 ","10,752 "
1516,"Douglas County, Missouri",29067,77.57,MO-Douglas County,"7,671 ","8,781 "
1517,"Dunklin County, Missouri",29069,72.62,MO-Dunklin County,"9,617 ","10,954 "
1518,"Franklin County, Missouri",29071,77.44,MO-Franklin County,"9,123 ","9,888 "
1519,"Gasconade County, Missouri",29073,77.55,MO-Gasconade County,"9,387 ","10,597 "
1520,"Gentry County, Missouri",29075,78.35,MO-Gentry County,"10,717 ","11,253 "
1521,"Greene County, Missouri",29077,78.13,MO-Greene County,"7,998 ","9,129 "
1522,"Grundy County, Missouri",29079,77.67,MO-Grundy County,"10,646 ","11,013 "
1523,"Harrison County, Missouri",29081,78.48,MO-Harrison County,"10,958 ","12,028 "
1524,"Henry County, Missouri",29083,76.35,MO-Henry County,"9,883 ","10,827 "
1525,"Hickory County, Missouri",29085,77.25,MO-Hickory County,"8,279 ","9,095 "
1526,"Holt County, Missouri",29087,79.17,MO-Holt County,"8,057 ","8,322 "
1527,"Howard County, Missouri",29089,78.61,MO-Howard County,"7,802 ","8,608 "
1528,"Howell County, Missouri",29091,75.78,MO-Howell County,"7,453 ","8,276 "
1529,"Iron County, Missouri",29093,72.72,MO-Iron County,"10,217 ","11,202 "
1530,"Jackson County, Missouri",29095,77.19,MO-Jackson County,"9,887 ","10,654 "
1531,"Jasper County, Missouri",29097,76.09,MO-Jasper County,"9,361 ","10,609 "
1532,"Jefferson County, Missouri",29099,76.65,MO-Jefferson County,"10,545 ","11,622 "
1533,"Johnson County, Missouri",29101,78.26,MO-Johnson County,"9,872 ","10,371 "
1534,"Knox County, Missouri",29103,77.44,MO-Knox County,"9,007 ","9,491 "
1535,"Laclede County, Missouri",29105,76.29,MO-Laclede County,"8,275 ","9,185 "
1536,"Lafayette County, Missouri",29107,77.46,MO-Lafayette County,"9,840 ","10,501 "
1537,"Lawrence County, Missouri",29109,76.84,MO-Lawrence County,"7,842 ","8,965 "
1538,"Lewis County, Missouri",29111,77.49,MO-Lewis County,"9,346 ","9,988 "
1539,"Lincoln County, Missouri",29113,77.32,MO-Lincoln County,"10,725 ","11,475 "
1540,"Linn County, Missouri",29115,76.94,MO-Linn County,"8,889 ","10,255 "
1541,"Livingston County, Missouri",29117,77.92,MO-Livingston County,"11,316 ","12,005 "
1542,"Macon County, Missouri",29121,77.49,MO-Macon County,"9,639 ","11,253 "
1543,"Madison County, Missouri",29123,74.89,MO-Madison County,"9,758 ","10,617 "
1544,"Maries County, Missouri",29125,77.46,MO-Maries County,"8,235 ","8,882 "
1545,"Marion County, Missouri",29127,77.03,MO-Marion County,"8,686 ","9,186 "
1546,"McDonald County, Missouri",29119,74.75,MO-McDonald County,"9,067 ","10,303 "
1547,"Mercer County, Missouri",29129,78.92,MO-Mercer County,"8,841 ","9,514 "
1548,"Miller County, Missouri",29131,76.61,MO-Miller County,"7,915 ","8,556 "
1549,"Mississippi County, Missouri",29133,73.66,MO-Mississippi County,"9,314 ","10,349 "
1550,"Moniteau County, Missouri",29135,78.16,MO-Moniteau County,"8,392 ","9,250 "
1551,"Monroe County, Missouri",29137,78.35,MO-Monroe County,"8,156 ","8,883 "
1552,"Montgomery County, Missouri",29139,76.81,MO-Montgomery County,"8,407 ","9,519 "
1553,"Morgan County, Missouri",29141,76.01,MO-Morgan County,"8,437 ","9,197 "
1554,"New Madrid County, Missouri",29143,73.80,MO-New Madrid County,"8,818 ","9,846 "
1555,"Newton County, Missouri",29145,77.17,MO-Newton County,"8,858 ","10,217 "
1556,"Nodaway County, Missouri",29147,79.88,MO-Nodaway County,"8,873 ","8,946 "
1557,"Oregon County, Missouri",29149,76.08,MO-Oregon County,"7,233 ","8,163 "
1558,"Osage County, Missouri",29151,78.77,MO-Osage County,"9,051 ","9,948 "
1559,"Ozark County, Missouri",29153,76.11,MO-Ozark County,"8,030 ","9,192 "
1560,"Pemiscot County, Missouri",29155,72.04,MO-Pemiscot County,"8,874 ","9,975 "
1561,"Perry County, Missouri",29157,78.63,MO-Perry County,"10,799 ","11,817 "
1562,"Pettis County, Missouri",29159,78.05,MO-Pettis County,"8,768 ","9,817 "
1563,"Phelps County, Missouri",29161,77.26,MO-Phelps County,"9,595 ","10,142 "
1564,"Pike County, Missouri",29163,77.26,MO-Pike County,"9,109 ","10,183 "
1565,"Platte County, Missouri",29165,80.39,MO-Platte County,"10,019 ","10,757 "
1566,"Polk County, Missouri",29167,76.57,MO-Polk County,"8,934 ","9,774 "
1567,"Pulaski County, Missouri",29169,76.26,MO-Pulaski County,"8,786 ","9,596 "
1568,"Putnam County, Missouri",29171,77.73,MO-Putnam County,"9,568 ","10,274 "
1569,"Ralls County, Missouri",29173,79.20,MO-Ralls County,"8,372 ","8,869 "
1570,"Randolph County, Missouri",29175,76.33,MO-Randolph County,"9,616 ","10,576 "
1571,"Ray County, Missouri",29177,76.66,MO-Ray County,"10,369 ","11,248 "
1572,"Reynolds County, Missouri",29179,75.41,MO-Reynolds County,"10,224 ","11,297 "
1573,"Ripley County, Missouri",29181,74.41,MO-Ripley County,"8,314 ","9,285 "
1574,"Saint Charles County, Missouri",29183,80.46,MO-St. Charles County,"9,636 ","10,437 "
1575,"Saint Clair County, Missouri",29185,76.57,MO-St. Clair County,"10,853 ","11,423 "
1576,"Saint Francois County, Missouri",29187,74.72,MO-St. Francois County,"10,342 ","11,415 "
1577,"Saint Louis City, Missouri",29510,74.14,MO-St. Louis city,"10,684 ","10,785 "
1578,"Saint Louis County, Missouri",29189,79.49,MO-St. Louis County,"9,526 ","10,252 "
1579,"Sainte Genevieve County, Missouri",29186,78.35,MO-Ste. Genevieve County,"9,969 ","11,244 "
1580,"Saline County, Missouri",29195,77.17,MO-Saline County,"9,365 ","10,292 "
1581,"Schuyler County, Missouri",29197,78.06,MO-Schuyler County,"11,000 ","11,528 "
1582,"Scotland County, Missouri",29199,78.07,MO-Scotland County,"11,487 ","13,653 "
1583,"Scott County, Missouri",29201,75.70,MO-Scott County,"9,173 ","10,265 "
1584,"Shannon County, Missouri",29203,76.10,MO-Shannon County,"8,684 ","9,436 "
1585,"Shelby County, Missouri",29205,77.96,MO-Shelby County,"8,860 ","9,742 "
1586,"Stoddard County, Missouri",29207,76.32,MO-Stoddard County,"8,884 ","10,040 "
1587,"Stone County, Missouri",29209,78.64,MO-Stone County,"8,046 ","9,097 "
1588,"Sullivan County, Missouri",29211,76.83,MO-Sullivan County,"10,399 ","11,780 "
1589,"Taney County, Missouri",29213,78.06,MO-Taney County,"8,639 ","9,802 "
1590,"Texas County, Missouri",29215,77.16,MO-Texas County,"7,790 ","8,710 "
1591,"Vernon County, Missouri",29217,76.11,MO-Vernon County,"8,774 ","9,745 "
1592,"Warren County, Missouri",29219,78.64,MO-Warren County,"9,349 ","10,177 "
1593,"Washington County, Missouri",29221,73.90,MO-Washington County,"10,955 ","12,393 "
1594,"Wayne County, Missouri",29223,74.38,MO-Wayne County,"8,833 ","9,806 "
1595,"Webster County, Missouri",29225,77.75,MO-Webster County,"8,540 ","9,682 "
1596,"Worth County, Missouri",29227,78.70,MO-Worth County,"8,340 ","8,642 "
1597,"Wright County, Missouri",29229,75.92,MO-Wright County,"8,787 ","9,990 "
1598,"Beaverhead County, Montana",30001,79.97,MT-Beaverhead County,"8,666 ","8,636 "
1599,"Big Horn County, Montana",30003,73.62,MT-Big Horn County,"9,620 ","9,614 "
1600,"Blaine County, Montana",30005,76.35,MT-Blaine County,"7,248 ","7,283 "
1601,"Broadwater County, Montana",30007,79.57,MT-Broadwater County,"6,572 ","6,804 "
1602,"Carbon County, Montana",30009,80.36,MT-Carbon County,"8,786 ","8,940 "
1603,"Carter County, Montana",30011,79.49,MT-Carter County,"7,633 ","7,115 "
1604,"Cascade County, Montana",30013,78.76,MT-Cascade County,"8,657 ","8,790 "
1605,"Chouteau County, Montana",30015,79.55,MT-Chouteau County,"9,002 ","8,367 "
1606,"Custer County, Montana",30017,77.63,MT-Custer County,"8,355 ","8,237 "
1607,"Daniels County, Montana",30019,79.14,MT-Daniels County,"12,858 ","13,308 "
1608,"Dawson County, Montana",30021,78.57,MT-Dawson County,"8,224 ","7,756 "
1609,"Deer Lodge County, Montana",30023,77.17,MT-Deer Lodge County,"8,320 ","8,690 "
1610,"Fallon County, Montana",30025,78.77,MT-Fallon County,"11,141 ","10,147 "
1611,"Fergus County, Montana",30027,78.62,MT-Fergus County,"6,855 ","7,508 "
1612,"Flathead County, Montana",30029,79.07,MT-Flathead County,"7,747 ","7,817 "
1613,"Gallatin County, Montana",30031,81.98,MT-Gallatin County,"7,634 ","7,913 "
1614,"Garfield County, Montana",30033,80.29,MT-Garfield County,"6,342 ","6,280 "
1615,"Glacier County, Montana",30035,73.58,MT-Glacier County,"9,997 ","9,940 "
1616,"Golden Valley County, Montana",30037,79.67,MT-Golden Valley County,"4,672 ","4,710 "
1617,"Granite County, Montana",30039,80.35,MT-Granite County,"7,990 ","7,779 "
1618,"Hill County, Montana",30041,77.14,MT-Hill County,"7,440 ","7,118 "
1619,"Jefferson County, Montana",30043,78.88,MT-Jefferson County,"6,846 ","6,962 "
1620,"Judith Basin County, Montana",30045,80.86,MT-Judith Basin County,"7,587 ","7,938 "
1621,"Lake County, Montana",30047,78.34,MT-Lake County,"8,478 ","8,644 "
1622,"Lewis and Clark County, Montana",30049,79.18,MT-Lewis and Clark County,"7,662 ","7,882 "
1623,"Liberty County, Montana",30051,81.23,MT-Liberty County,"7,954 ","7,608 "
1624,"Lincoln County, Montana",30053,77.55,MT-Lincoln County,"7,938 ","7,881 "
1625,"Madison County, Montana",30057,80.87,MT-Madison County,"8,434 ","8,501 "
1626,"McCone County, Montana",30055,79.44,MT-McCone County,"7,893 ","7,999 "
1627,"Meagher County, Montana",30059,78.48,MT-Meagher County,"10,479 ","11,691 "
1628,"Mineral County, Montana",30061,77.84,MT-Mineral County,"7,998 ","8,032 "
1629,"Missoula County, Montana",30063,79.65,MT-Missoula County,"7,757 ","7,963 "
1630,"Musselshell County, Montana",30065,76.61,MT-Musselshell County,"7,928 ","8,110 "
1631,"Park County, Montana",30067,80.04,MT-Park County,"8,363 ","8,500 "
1632,"Petroleum County, Montana",30069,79.24,MT-Petroleum County,"6,961 ","7,554 "
1633,"Phillips County, Montana",30071,78.73,MT-Phillips County,"8,896 ","8,991 "
1634,"Pondera County, Montana",30073,78.88,MT-Pondera County,"8,770 ","8,915 "
1635,"Powder River County, Montana",30075,79.64,MT-Powder River County,"5,665 ","5,595 "
1636,"Powell County, Montana",30077,77.54,MT-Powell County,"8,734 ","8,980 "
1637,"Prairie County, Montana",30079,79.19,MT-Prairie County,"8,548 ","8,701 "
1638,"Ravalli County, Montana",30081,80.14,MT-Ravalli County,"7,291 ","7,479 "
1639,"Richland County, Montana",30083,77.62,MT-Richland County,"9,331 ","9,653 "
1640,"Roosevelt County, Montana",30085,71.20,MT-Roosevelt County,"10,697 ","9,877 "
1641,"Rosebud County, Montana",30087,75.63,MT-Rosebud County,"8,109 ","8,942 "
1642,"Sanders County, Montana",30089,78.34,MT-Sanders County,"7,315 ","7,532 "
1643,"Sheridan County, Montana",30091,77.49,MT-Sheridan County,"9,460 ","9,955 "
1644,"Silver Bow County, Montana",30093,76.90,MT-Silver Bow County,"8,257 ","8,213 "
1645,"Stillwater County, Montana",30095,79.87,MT-Stillwater County,"9,038 ","8,736 "
1646,"Sweet Grass County, Montana",30097,80.83,MT-Sweet Grass County,"8,940 ","9,347 "
1647,"Teton County, Montana",30099,80.19,MT-Teton County,"7,888 ","7,939 "
1648,"Toole County, Montana",30101,78.48,MT-Toole County,"9,743 ","8,872 "
1649,"Treasure County, Montana",30103,79.70,MT-Treasure County,"6,003 ","6,395 "
1650,"Valley County, Montana",30105,78.98,MT-Valley County,"8,794 ","8,122 "
1651,"Wheatland County, Montana",30107,79.63,MT-Wheatland County,"11,101 ","10,286 "
1652,"Wibaux County, Montana",30109,77.46,MT-Wibaux County,"6,468 ","6,269 "
1653,"Yellowstone County, Montana",30111,78.94,MT-Yellowstone County,"8,388 ","8,692 "
1654,"Adams County, Nebraska",31001,79.59,NE-Adams County,"8,133 ","9,034 "
1655,"Antelope County, Nebraska",31003,81.22,NE-Antelope County,"11,779 ","12,056 "
1656,"Arthur County, Nebraska",31005,79.90,NE-Arthur County,"6,144 ","6,338 "
1657,"Banner County, Nebraska",31007,81.42,NE-Banner County,"6,795 ","6,909 "
1658,"Blaine County, Nebraska",31009,79.78,NE-Blaine County,"8,189 ","9,259 "
1659,"Boone County, Nebraska",31011,81.06,NE-Boone County,"9,534 ","10,038 "
1660,"Box Butte County, Nebraska",31013,78.71,NE-Box Butte County,"10,117 ","10,283 "
1661,"Boyd County, Nebraska",31015,80.00,NE-Boyd County,"10,938 ","10,441 "
1662,"Brown County, Nebraska",31017,80.40,NE-Brown County,"11,567 ","11,293 "
1663,"Buffalo County, Nebraska",31019,80.29,NE-Buffalo County,"9,269 ","9,853 "
1664,"Burt County, Nebraska",31021,78.84,NE-Burt County,"10,752 ","11,056 "
1665,"Butler County, Nebraska",31023,80.02,NE-Butler County,"9,932 ","9,798 "
1666,"Cass County, Nebraska",31025,79.18,NE-Cass County,"8,408 ","8,874 "
1667,"Cedar County, Nebraska",31027,81.35,NE-Cedar County,"8,560 ","8,768 "
1668,"Chase County, Nebraska",31029,79.38,NE-Chase County,"12,574 ","12,439 "
1669,"Cherry County, Nebraska",31031,80.12,NE-Cherry County,"9,186 ","9,396 "
1670,"Cheyenne County, Nebraska",31033,79.28,NE-Cheyenne County,"9,266 ","8,647 "
1671,"Clay County, Nebraska",31035,79.07,NE-Clay County,"9,157 ","10,096 "
1672,"Colfax County, Nebraska",31037,80.58,NE-Colfax County,"9,407 ","9,415 "
1673,"Cuming County, Nebraska",31039,81.20,NE-Cuming County,"9,803 ","9,622 "
1674,"Custer County, Nebraska",31041,79.27,NE-Custer County,"9,595 ","10,086 "
1675,"Dakota County, Nebraska",31043,78.39,NE-Dakota County,"8,485 ","9,176 "
1676,"Dawes County, Nebraska",31045,79.71,NE-Dawes County,"7,486 ","7,352 "
1677,"Dawson County, Nebraska",31047,78.96,NE-Dawson County,"9,990 ","10,369 "
1678,"Deuel County, Nebraska",31049,79.99,NE-Deuel County,"8,892 ","8,816 "
1679,"Dixon County, Nebraska",31051,80.18,NE-Dixon County,"8,092 ","8,323 "
1680,"Dodge County, Nebraska",31053,79.20,NE-Dodge County,"9,048 ","9,523 "
1681,"Douglas County, Nebraska",31055,78.64,NE-Douglas County,"9,071 ","9,609 "
1682,"Dundy County, Nebraska",31057,78.76,NE-Dundy County,"12,318 ","11,752 "
1683,"Fillmore County, Nebraska",31059,79.03,NE-Fillmore County,"10,339 ","10,290 "
1684,"Franklin County, Nebraska",31061,79.20,NE-Franklin County,"9,281 ","9,199 "
1685,"Frontier County, Nebraska",31063,81.12,NE-Frontier County,"9,423 ","9,949 "
1686,"Furnas County, Nebraska",31065,78.44,NE-Furnas County,"10,900 ","11,145 "
1687,"Gage County, Nebraska",31067,78.97,NE-Gage County,"9,149 ","9,634 "
1688,"Garden County, Nebraska",31069,78.43,NE-Garden County,"11,507 ","9,872 "
1689,"Garfield County, Nebraska",31071,79.46,NE-Garfield County,"8,865 ","9,532 "
1690,"Gosper County, Nebraska",31073,79.86,NE-Gosper County,"8,863 ","8,902 "
1691,"Grant County, Nebraska",31075,79.71,NE-Grant County,"10,382 ","11,178 "
1692,"Greeley County, Nebraska",31077,80.43,NE-Greeley County,"10,225 ","10,832 "
1693,"Hall County, Nebraska",31079,79.02,NE-Hall County,"8,589 ","9,471 "
1694,"Hamilton County, Nebraska",31081,80.41,NE-Hamilton County,"8,473 ","8,939 "
1695,"Harlan County, Nebraska",31083,79.94,NE-Harlan County,"13,719 ","13,227 "
1696,"Hayes County, Nebraska",31085,82.14,NE-Hayes County,"8,832 ","9,068 "
1697,"Hitchcock County, Nebraska",31087,79.17,NE-Hitchcock County,"9,485 ","9,470 "
1698,"Holt County, Nebraska",31089,80.49,NE-Holt County,"10,465 ","10,274 "
1699,"Hooker County, Nebraska",31091,80.35,NE-Hooker County,"9,555 ","9,988 "
1700,"Howard County, Nebraska",31093,80.24,NE-Howard County,"9,549 ","10,122 "
1701,"Jefferson County, Nebraska",31095,78.98,NE-Jefferson County,"8,539 ","8,714 "
1702,"Johnson County, Nebraska",31097,79.37,NE-Johnson County,"11,957 ","11,775 "
1703,"Kearney County, Nebraska",31099,79.65,NE-Kearney County,"10,882 ","10,986 "
1704,"Keith County, Nebraska",31101,79.24,NE-Keith County,"9,023 ","9,257 "
1705,"Keya Paha County, Nebraska",31103,81.14,NE-Keya Paha County,"7,870 ","8,856 "
1706,"Kimball County, Nebraska",31105,78.34,NE-Kimball County,"11,329 ","9,896 "
1707,"Knox County, Nebraska",31107,79.44,NE-Knox County,"9,022 ","9,163 "
1708,"Lancaster County, Nebraska",31109,80.46,NE-Lancaster County,"8,677 ","9,421 "
1709,"Lincoln County, Nebraska",31111,79.14,NE-Lincoln County,"9,282 ","9,895 "
1710,"Logan County, Nebraska",31113,79.21,NE-Logan County,"7,952 ","8,473 "
1711,"Loup County, Nebraska",31115,81.10,NE-Loup County,"13,928 ","14,361 "
1712,"Madison County, Nebraska",31119,79.26,NE-Madison County,"9,348 ","9,609 "
1713,"McPherson County, Nebraska",31117,82.41,NE-McPherson County,"7,071 ","7,801 "
1714,"Merrick County, Nebraska",31121,79.46,NE-Merrick County,"9,109 ","10,006 "
1715,"Morrill County, Nebraska",31123,78.30,NE-Morrill County,"9,808 ","9,374 "
1716,"Nance County, Nebraska",31125,78.45,NE-Nance County,"11,691 ","12,751 "
1717,"Nemaha County, Nebraska",31127,79.29,NE-Nemaha County,"10,514 ","10,922 "
1718,"Nuckolls County, Nebraska",31129,80.12,NE-Nuckolls County,"11,401 ","11,083 "
1719,"Otoe County, Nebraska",31131,79.66,NE-Otoe County,"11,390 ","11,659 "
1720,"Pawnee County, Nebraska",31133,79.80,NE-Pawnee County,"9,802 ","10,212 "
1721,"Perkins County, Nebraska",31135,80.30,NE-Perkins County,"8,402 ","9,273 "
1722,"Phelps County, Nebraska",31137,79.86,NE-Phelps County,"11,570 ","10,989 "
1723,"Pierce County, Nebraska",31139,80.40,NE-Pierce County,"12,186 ","11,299 "
1724,"Platte County, Nebraska",31141,80.68,NE-Platte County,"9,145 ","9,350 "
1725,"Polk County, Nebraska",31143,80.64,NE-Polk County,"9,345 ","9,299 "
1726,"Red Willow County, Nebraska",31145,79.37,NE-Red Willow County,"9,817 ","9,547 "
1727,"Richardson County, Nebraska",31147,78.34,NE-Richardson County,"10,534 ","10,483 "
1728,"Rock County, Nebraska",31149,80.22,NE-Rock County,"11,623 ","11,504 "
1729,"Saline County, Nebraska",31151,79.27,NE-Saline County,"10,458 ","10,597 "
1730,"Sarpy County, Nebraska",31153,80.50,NE-Sarpy County,"8,737 ","9,343 "
1731,"Saunders County, Nebraska",31155,80.35,NE-Saunders County,"8,790 ","9,229 "
1732,"Scotts Bluff County, Nebraska",31157,78.09,NE-Scotts Bluff County,"8,909 ","9,192 "
1733,"Seward County, Nebraska",31159,80.06,NE-Seward County,"9,474 ","9,953 "
1734,"Sheridan County, Nebraska",31161,79.07,NE-Sheridan County,"7,770 ","7,454 "
1735,"Sherman County, Nebraska",31163,80.24,NE-Sherman County,"7,530 ","7,930 "
1736,"Sioux County, Nebraska",31165,82.57,NE-Sioux County,"7,480 ","7,397 "
1737,"Stanton County, Nebraska",31167,81.18,NE-Stanton County,"10,430 ","10,536 "
1738,"Thayer County, Nebraska",31169,79.70,NE-Thayer County,"10,786 ","11,087 "
1739,"Thomas County, Nebraska",31171,80.56,NE-Thomas County,"7,675 ","8,202 "
1740,"Thurston County, Nebraska",31173,73.88,NE-Thurston County,"10,188 ","10,797 "
1741,"Valley County, Nebraska",31175,80.53,NE-Valley County,"10,910 ","11,366 "
1742,"Washington County, Nebraska",31177,80.54,NE-Washington County,"9,403 ","9,695 "
1743,"Wayne County, Nebraska",31179,82.82,NE-Wayne County,"9,311 ","8,945 "
1744,"Webster County, Nebraska",31181,78.78,NE-Webster County,"10,754 ","11,412 "
1745,"Wheeler County, Nebraska",31183,81.12,NE-Wheeler County,"10,666 ","11,498 "
1746,"York County, Nebraska",31185,80.44,NE-York County,"9,257 ","10,098 "
1747,"Carson City, Nevada",32510,76.76,NV-Carson City,"9,318 ","8,885 "
1748,"Churchill County, Nevada",32001,76.55,NV-Churchill County,"8,547 ","8,565 "
1749,"Clark County, Nevada",32003,78.27,NV-Clark County,"11,962 ","11,261 "
1750,"Douglas County, Nevada",32005,81.07,NV-Douglas County,"8,987 ","8,389 "
1751,"Elko County, Nevada",32007,78.31,NV-Elko County,"8,982 ","8,729 "
1752,"Esmeralda County, Nevada",32009,75.48,NV-Esmeralda County,"10,968 ","9,208 "
1753,"Eureka County, Nevada",32011,77.54,NV-Eureka County,"6,445 ","6,040 "
1754,"Humboldt County, Nevada",32013,76.37,NV-Humboldt County,"9,262 ","8,917 "
1755,"Lander County, Nevada",32015,76.62,NV-Lander County,"8,990 ","8,651 "
1756,"Lincoln County, Nevada",32017,76.68,NV-Lincoln County,"8,467 ","8,722 "
1757,"Lyon County, Nevada",32019,76.60,NV-Lyon County,"9,035 ","8,728 "
1758,"Mineral County, Nevada",32021,74.26,NV-Mineral County,"9,688 ","11,024 "
1759,"Nye County, Nevada",32023,74.10,NV-Nye County,"10,669 ","10,280 "
1760,"Pershing County, Nevada",32027,78.36,NV-Pershing County,"9,100 ","8,360 "
1761,"Storey County, Nevada",32029,82.13,NV-Storey County,"6,562 ","6,488 "
1762,"Washoe County, Nevada",32031,78.12,NV-Washoe County,"8,606 ","8,719 "
1763,"White Pine County, Nevada",32033,76.74,NV-White Pine County,"9,620 ","8,882 "
1764,"Belknap County, New Hampshire",33001,79.68,NH-Belknap County,"9,672 ","9,247 "
1765,"Carroll County, New Hampshire",33003,80.82,NH-Carroll County,"8,959 ","8,602 "
1766,"Cheshire County, New Hampshire",33005,80.08,NH-Cheshire County,"9,014 ","8,325 "
1767,"Coos County, New Hampshire",33007,78.19,NH-Coos County,"9,978 ","9,235 "
1768,"Grafton County, New Hampshire",33009,80.86,NH-Grafton County,"9,227 ","8,352 "
1769,"Hillsborough County, New Hampshire",33011,80.07,NH-Hillsborough County,"9,442 ","9,241 "
1770,"Merrimack County, New Hampshire",33013,79.89,NH-Merrimack County,"9,506 ","9,192 "
1771,"Rockingham County, New Hampshire",33015,80.64,NH-Rockingham County,"9,653 ","9,261 "
1772,"Strafford County, New Hampshire",33017,79.49,NH-Strafford County,"8,742 ","8,701 "
1773,"Sullivan County, New Hampshire",33019,79.50,NH-Sullivan County,"9,293 ","8,562 "
1774,"Atlantic County, New Jersey",34001,77.71,NJ-Atlantic County,"12,025 ","11,073 "
1775,"Bergen County, New Jersey",34003,82.47,NJ-Bergen County,"11,733 ","10,389 "
1776,"Burlington County, New Jersey",34005,79.77,NJ-Burlington County,"10,952 ","10,290 "
1777,"Camden County, New Jersey",34007,78.12,NJ-Camden County,"11,836 ","10,826 "
1778,"Cape May County, New Jersey",34009,78.12,NJ-Cape May County,"11,173 ","10,458 "
1779,"Cumberland County, New Jersey",34011,76.60,NJ-Cumberland County,"12,404 ","11,197 "
1780,"Essex County, New Jersey",34013,78.47,NJ-Essex County,"12,330 ","10,743 "
1781,"Gloucester County, New Jersey",34015,78.59,NJ-Gloucester County,"11,604 ","10,714 "
1782,"Hudson County, New Jersey",34017,80.33,NJ-Hudson County,"12,579 ","10,784 "
1783,"Hunterdon County, New Jersey",34019,82.45,NJ-Hunterdon County,"10,448 ","9,704 "
1784,"Mercer County, New Jersey",34021,79.80,NJ-Mercer County,"11,347 ","10,593 "
1785,"Middlesex County, New Jersey",34023,81.20,NJ-Middlesex County,"11,987 ","10,551 "
1786,"Monmouth County, New Jersey",34025,80.24,NJ-Monmouth County,"12,233 ","10,867 "
1787,"Morris County, New Jersey",34027,82.00,NJ-Morris County,"11,174 ","10,204 "
1788,"Ocean County, New Jersey",34029,79.16,NJ-Ocean County,"12,481 ","11,227 "
1789,"Passaic County, New Jersey",34031,79.76,NJ-Passaic County,"12,343 ","10,812 "
1790,"Salem County, New Jersey",34033,76.96,NJ-Salem County,"12,350 ","11,670 "
1791,"Somerset County, New Jersey",34035,81.95,NJ-Somerset County,"10,498 ","9,642 "
1792,"Sussex County, New Jersey",34037,79.72,NJ-Sussex County,"10,955 ","10,167 "
1793,"Union County, New Jersey",34039,80.49,NJ-Union County,"10,575 ","9,598 "
1794,"Warren County, New Jersey",34041,80.25,NJ-Warren County,"11,152 ","10,582 "
1795,"Bernalillo County, New Mexico",35001,78.70,NM-Bernalillo County,"8,320 ","8,455 "
1796,"Catron County, New Mexico",35003,80.07,NM-Catron County,"6,699 ","6,592 "
1797,"Chaves County, New Mexico",35005,76.68,NM-Chaves County,"9,262 ","9,996 "
1798,"Cibola County, New Mexico",35006,76.82,NM-Cibola County,"7,929 ","8,141 "
1799,"Colfax County, New Mexico",35007,78.54,NM-Colfax County,"9,186 ","8,547 "
1800,"Curry County, New Mexico",35009,77.53,NM-Curry County,"9,273 ","10,174 "
1801,"De Baca County, New Mexico",35011,77.61,NM-De Baca County,"7,670 ","8,106 "
1802,"Dona Ana County, New Mexico",35013,79.61,NM-Dona Ana County,"8,681 ","9,362 "
1803,"Eddy County, New Mexico",35015,76.25,NM-Eddy County,"9,146 ","9,630 "
1804,"Grant County, New Mexico",35017,78.25,NM-Grant County,"6,401 ","6,853 "
1805,"Guadalupe County, New Mexico",35019,76.89,NM-Guadalupe County,"8,302 ","7,431 "
1806,"Harding County, New Mexico",35021,80.83,NM-Harding County,"7,694 ","7,572 "
1807,"Hidalgo County, New Mexico",35023,78.14,NM-Hidalgo County,"7,179 ","7,691 "
1808,"Lea County, New Mexico",35025,76.18,NM-Lea County,"9,817 ","10,424 "
1809,"Lincoln County, New Mexico",35027,79.97,NM-Lincoln County,"7,558 ","7,838 "
1810,"Los Alamos County, New Mexico",35028,83.49,NM-Los Alamos County,"8,511 ","7,834 "
1811,"Luna County, New Mexico",35029,77.22,NM-Luna County,"7,614 ","8,179 "
1812,"McKinley County, New Mexico",35031,74.86,NM-McKinley County,"8,473 ","8,618 "
1813,"Mora County, New Mexico",35033,78.75,NM-Mora County,"6,504 ","6,255 "
1814,"Otero County, New Mexico",35035,78.00,NM-Otero County,"9,103 ","9,136 "
1815,"Quay County, New Mexico",35037,76.02,NM-Quay County,"8,572 ","8,891 "
1816,"Rio Arriba County, New Mexico",35039,75.35,NM-Rio Arriba County,"7,439 ","7,206 "
1817,"Roosevelt County, New Mexico",35041,77.91,NM-Roosevelt County,"9,706 ","10,582 "
1818,"San Juan County, New Mexico",35045,77.31,NM-San Juan County,"8,921 ","8,814 "
1819,"San Miguel County, New Mexico",35047,76.67,NM-San Miguel County,"7,775 ","7,531 "
1820,"Sandoval County, New Mexico",35043,79.50,NM-Sandoval County,"7,644 ","7,946 "
