,Location,FIPS,Life Expectancy,County name,"Total per enrollee (age, sex, race adjusted)","Total per enrollee (age, sex, race, price adjusted)"
2656,"Kimble County, Texas",48267,77.98,TX-Kimble County,"11,081 ","11,051 "
2657,"King County, Texas",48269,78.22,TX-King County,"23,724 ","26,804 "
2658,"Kinney County, Texas",48271,79.70,TX-Kinney County,"7,398 ","7,829 "
2659,"Kleberg County, Texas",48273,77.66,TX-Kleberg County,"12,418 ","13,503 "
2660,"Knox County, Texas",48275,77.49,TX-Knox County,"11,377 ","12,258 "
2661,"La Salle County, Texas",48283,77.75,TX-La Salle County,"10,702 ","11,352 "
2662,"Lamar County, Texas",48277,75.51,TX-Lamar County,"11,159 ","12,107 "
2663,"Lamb County, Texas",48279,76.63,TX-Lamb County,"8,961 ","9,526 "
2664,"Lampasas County, Texas",48281,77.29,TX-Lampasas County,"10,687 ","11,389 "
2665,"Lavaca County, Texas",48285,78.91,TX-Lavaca County,"10,931 ","12,134 "
2666,"Lee County, Texas",48287,78.38,TX-Lee County,"11,717 ","12,341 "
2667,"Leon County, Texas",48289,76.08,TX-Leon County,"9,907 ","10,478 "
2668,"Liberty County, Texas",48291,74.16,TX-Liberty County,"13,739 ","13,951 "
2669,"Limestone County, Texas",48293,74.62,TX-Limestone County,"10,921 ","11,801 "
2670,"Lipscomb County, Texas",48295,77.82,TX-Lipscomb County,"8,189 ","8,746 "
2671,"Live Oak County, Texas",48297,79.44,TX-Live Oak County,"9,976 ","10,694 "
2672,"Llano County, Texas",48299,79.32,TX-Llano County,"9,548 ","10,090 "
2673,"Loving County, Texas",48301,73.85,,,
2674,"Lubbock County, Texas",48303,76.86,TX-Lubbock County,"10,306 ","11,306 "
2675,"Lynn County, Texas",48305,77.04,TX-Lynn County,"13,092 ","13,471 "
2676,"Madison County, Texas",48313,76.68,TX-Madison County,"11,876 ","12,446 "
2677,"Marion County, Texas",48315,74.22,TX-Marion County,"10,295 ","11,463 "
2678,"Martin County, Texas",48317,76.64,TX-Martin County,"6,422 ","6,994 "
2679,"Mason County, Texas",48319,79.78,TX-Mason County,"7,630 ","8,151 "
2680,"Matagorda County, Texas",48321,76.67,TX-Matagorda County,"12,189 ","12,558 "
2681,"Maverick County, Texas",48323,79.18,TX-Maverick County,"10,977 ","11,998 "
2682,"McCulloch County, Texas",48307,76.46,TX-McCulloch County,"10,878 ","11,385 "
2683,"McLennan County, Texas",48309,77.24,TX-McLennan County,"9,064 ","10,006 "
2684,"McMullen County, Texas",48311,78.72,TX-McMullen County,"8,444 ","9,171 "
2685,"Medina County, Texas",48325,78.70,TX-Medina County,"10,405 ","11,105 "
2686,"Menard County, Texas",48327,77.87,TX-Menard County,"8,604 ","9,005 "
2687,"Midland County, Texas",48329,78.36,TX-Midland County,"9,006 ","9,489 "
2688,"Milam County, Texas",48331,76.82,TX-Milam County,"11,425 ","11,585 "
2689,"Mills County, Texas",48333,78.52,TX-Mills County,"9,270 ","9,958 "
2690,"Mitchell County, Texas",48335,75.66,TX-Mitchell County,"10,702 ","11,888 "
2691,"Montague County, Texas",48337,74.94,TX-Montague County,"10,392 ","11,126 "
2692,"Montgomery County, Texas",48339,78.74,TX-Montgomery County,"11,968 ","12,177 "
2693,"Moore County, Texas",48341,77.65,TX-Moore County,"9,393 ","10,219 "
2694,"Morris County, Texas",48343,75.33,TX-Morris County,"11,351 ","12,503 "
2695,"Motley County, Texas",48345,77.87,TX-Motley County,"11,608 ","12,511 "
2696,"Nacogdoches County, Texas",48347,76.15,TX-Nacogdoches County,"10,488 ","11,498 "
2697,"Navarro County, Texas",48349,75.97,TX-Navarro County,"11,062 ","11,577 "
2698,"Newton County, Texas",48351,74.80,TX-Newton County,"11,134 ","11,922 "
2699,"Nolan County, Texas",48353,75.45,TX-Nolan County,"10,692 ","11,553 "
2700,"Nueces County, Texas",48355,78.08,TX-Nueces County,"10,818 ","11,691 "
2701,"Ochiltree County, Texas",48357,76.34,TX-Ochiltree County,"9,670 ","10,840 "
2702,"Oldham County, Texas",48359,77.50,TX-Oldham County,"8,149 ","9,101 "
2703,"Orange County, Texas",48361,74.44,TX-Orange County,"11,621 ","12,606 "
2704,"Palo Pinto County, Texas",48363,75.51,TX-Palo Pinto County,"11,607 ","12,368 "
2705,"Panola County, Texas",48365,75.64,TX-Panola County,"11,635 ","12,870 "
2706,"Parker County, Texas",48367,77.80,TX-Parker County,"12,170 ","12,747 "
2707,"Parmer County, Texas",48369,78.82,TX-Parmer County,"10,622 ","11,119 "
2708,"Pecos County, Texas",48371,78.24,TX-Pecos County,"10,010 ","9,832 "
2709,"Polk County, Texas",48373,72.75,TX-Polk County,"9,501 ","9,792 "
2710,"Potter County, Texas",48375,73.91,TX-Potter County,"9,883 ","11,209 "
2711,"Presidio County, Texas",48377,83.72,TX-Presidio County,"5,946 ","6,508 "
2712,"Rains County, Texas",48379,76.72,TX-Rains County,"10,669 ","11,338 "
2713,"Randall County, Texas",48381,79.01,TX-Randall County,"9,480 ","10,656 "
2714,"Reagan County, Texas",48383,76.68,TX-Reagan County,"13,200 ","10,937 "
2715,"Real County, Texas",48385,76.74,TX-Real County,"8,945 ","9,223 "
2716,"Red River County, Texas",48387,74.72,TX-Red River County,"10,639 ","11,788 "
2717,"Reeves County, Texas",48389,77.33,TX-Reeves County,"9,465 ","11,242 "
2718,"Refugio County, Texas",48391,76.70,TX-Refugio County,"11,978 ","12,765 "
2719,"Roberts County, Texas",48393,76.14,TX-Roberts County,"7,208 ","7,991 "
2720,"Robertson County, Texas",48395,75.87,TX-Robertson County,"10,418 ","11,181 "
2721,"Rockwall County, Texas",48397,79.76,TX-Rockwall County,"11,212 ","11,537 "
2722,"Runnels County, Texas",48399,76.99,TX-Runnels County,"11,342 ","11,851 "
2723,"Rusk County, Texas",48401,76.03,TX-Rusk County,"11,258 ","12,560 "
2724,"Sabine County, Texas",48403,75.08,TX-Sabine County,"11,607 ","12,253 "
2725,"San Augustine County, Texas",48405,74.69,TX-San Augustine County,"9,612 ","10,351 "
2726,"San Jacinto County, Texas",48407,76.01,TX-San Jacinto County,"13,106 ","13,380 "
2727,"San Patricio County, Texas",48409,76.71,TX-San Patricio County,"10,819 ","11,774 "
2728,"San Saba County, Texas",48411,78.47,TX-San Saba County,"10,130 ","10,876 "
2729,"Schleicher County, Texas",48413,78.15,TX-Schleicher County,"13,912 ","13,303 "
2730,"Scurry County, Texas",48415,76.99,TX-Scurry County,"10,180 ","11,176 "
2731,"Shackelford County, Texas",48417,77.22,TX-Shackelford County,"9,970 ","11,046 "
2732,"Shelby County, Texas",48419,74.05,TX-Shelby County,"10,435 ","11,511 "
2733,"Sherman County, Texas",48421,77.61,TX-Sherman County,"8,524 ","9,506 "
2734,"Smith County, Texas",48423,77.77,TX-Smith County,"10,829 ","12,190 "
2735,"Somervell County, Texas",48425,77.63,TX-Somervell County,"11,474 ","12,028 "
2736,"Starr County, Texas",48427,79.11,TX-Starr County,"12,860 ","13,869 "
2737,"Stephens County, Texas",48429,76.55,TX-Stephens County,"11,132 ","12,036 "
2738,"Sterling County, Texas",48431,77.49,TX-Sterling County,"11,500 ","12,659 "
2739,"Stonewall County, Texas",48433,77.46,TX-Stonewall County,"13,872 ","14,108 "
2740,"Sutton County, Texas",48435,77.57,TX-Sutton County,"12,480 ","12,733 "
2741,"Swisher County, Texas",48437,77.92,TX-Swisher County,"10,804 ","11,899 "
2742,"Tarrant County, Texas",48439,78.68,TX-Tarrant County,"11,863 ","12,366 "
2743,"Taylor County, Texas",48441,76.78,TX-Taylor County,"10,147 ","11,326 "
2744,"Terrell County, Texas",48443,77.47,TX-Terrell County,"4,423 ","4,599 "
2745,"Terry County, Texas",48445,77.02,TX-Terry County,"10,416 ","11,299 "
2746,"Throckmorton County, Texas",48447,77.91,TX-Throckmorton County,"12,628 ","13,370 "
2747,"Titus County, Texas",48449,77.16,TX-Titus County,"10,639 ","11,691 "
2748,"Tom Green County, Texas",48451,77.50,TX-Tom Green County,"9,891 ","11,018 "
2749,"Travis County, Texas",48453,80.89,TX-Travis County,"10,352 ","10,820 "
2750,"Trinity County, Texas",48455,74.40,TX-Trinity County,"10,622 ","11,219 "
2751,"Tyler County, Texas",48457,75.51,TX-Tyler County,"11,454 ","12,086 "
2752,"Upshur County, Texas",48459,75.24,TX-Upshur County,"10,513 ","11,800 "
2753,"Upton County, Texas",48461,76.37,TX-Upton County,"21,827 ","14,478 "
2754,"Uvalde County, Texas",48463,78.43,TX-Uvalde County,"9,989 ","10,573 "
2755,"Val Verde County, Texas",48465,79.53,TX-Val Verde County,"8,705 ","9,353 "
2756,"Van Zandt County, Texas",48467,76.08,TX-Van Zandt County,"11,007 ","12,006 "
2757,"Victoria County, Texas",48469,78.05,TX-Victoria County,"11,104 ","12,362 "
2758,"Walker County, Texas",48471,77.26,TX-Walker County,"11,649 ","12,077 "
2759,"Waller County, Texas",48473,77.95,TX-Waller County,"11,177 ","11,730 "
2760,"Ward County, Texas",48475,76.16,TX-Ward County,"10,617 ","11,261 "
2761,"Washington County, Texas",48477,78.59,TX-Washington County,"9,583 ","10,029 "
2762,"Webb County, Texas",48479,79.69,TX-Webb County,"11,166 ","12,599 "
2763,"Wharton County, Texas",48481,77.55,TX-Wharton County,"11,671 ","11,992 "
2764,"Wheeler County, Texas",48483,75.33,TX-Wheeler County,"13,654 ","13,500 "
2765,"Wichita County, Texas",48485,75.66,TX-Wichita County,"11,852 ","12,245 "
2766,"Wilbarger County, Texas",48487,75.57,TX-Wilbarger County,"13,696 ","14,258 "
2767,"Willacy County, Texas",48489,79.62,TX-Willacy County,"12,188 ","13,372 "
2768,"Williamson County, Texas",48491,81.73,TX-Williamson County,"10,353 ","10,908 "
2769,"Wilson County, Texas",48493,78.70,TX-Wilson County,"9,568 ","10,415 "
2770,"Winkler County, Texas",48495,74.58,TX-Winkler County,"11,595 ","11,614 "
2771,"Wise County, Texas",48497,76.71,TX-Wise County,"12,310 ","13,163 "
2772,"Wood County, Texas",48499,76.60,TX-Wood County,"10,520 ","11,775 "
2773,"Yoakum County, Texas",48501,77.61,TX-Yoakum County,"10,215 ","10,480 "
2774,"Young County, Texas",48503,75.52,TX-Young County,"11,952 ","13,196 "
2775,"Zapata County, Texas",48505,79.21,TX-Zapata County,"12,841 ","14,196 "
2776,"Zavala County, Texas",48507,77.86,TX-Zavala County,"10,813 ","11,524 "
2777,"Beaver County, Utah",49001,76.89,UT-Beaver County,"9,114 ","8,266 "
2778,"Box Elder County, Utah",49003,79.50,UT-Box Elder County,"8,247 ","8,638 "
2779,"Cache County, Utah",49005,81.97,UT-Cache County,"8,607 ","9,178 "
2780,"Carbon County, Utah",49007,76.52,UT-Carbon County,"8,625 ","8,843 "
2781,"Daggett County, Utah",49009,81.27,UT-Daggett County,"10,204 ","9,874 "
2782,"Davis County, Utah",49011,80.74,UT-Davis County,"8,865 ","9,339 "
2783,"Duchesne County, Utah",49013,77.58,UT-Duchesne County,"7,528 ","7,550 "
2784,"Emery County, Utah",49015,77.99,UT-Emery County,"8,036 ","8,203 "
2785,"Garfield County, Utah",49017,79.30,UT-Garfield County,"7,413 ","7,422 "
2786,"Grand County, Utah",49019,78.21,UT-Grand County,"7,596 ","7,268 "
2787,"Iron County, Utah",49021,79.15,UT-Iron County,"8,100 ","8,106 "
2788,"Juab County, Utah",49023,77.79,UT-Juab County,"9,731 ","9,749 "
2789,"Kane County, Utah",49025,79.08,UT-Kane County,"8,234 ","7,709 "
2790,"Millard County, Utah",49027,79.28,UT-Millard County,"7,802 ","7,949 "
2791,"Morgan County, Utah",49029,81.47,UT-Morgan County,"8,377 ","8,813 "
2792,"Piute County, Utah",49031,78.37,UT-Piute County,"6,871 ","6,931 "
2793,"Rich County, Utah",49033,81.10,UT-Rich County,"6,761 ","7,159 "
2794,"Salt Lake County, Utah",49035,79.40,UT-Salt Lake County,"9,206 ","9,504 "
2795,"San Juan County, Utah",49037,79.02,UT-San Juan County,"10,149 ","9,465 "
2796,"Sanpete County, Utah",49039,79.16,UT-Sanpete County,"8,674 ","9,217 "
2797,"Sevier County, Utah",49041,77.95,UT-Sevier County,"8,167 ","8,498 "
2798,"Summit County, Utah",49043,82.39,UT-Summit County,"8,022 ","8,201 "
2799,"Tooele County, Utah",49045,78.21,UT-Tooele County,"9,912 ","10,029 "
2800,"Uintah County, Utah",49047,77.99,UT-Uintah County,"8,173 ","8,097 "
2801,"Utah County, Utah",49049,80.75,UT-Utah County,"9,214 ","9,579 "
2802,"Wasatch County, Utah",49051,80.61,UT-Wasatch County,"8,872 ","9,061 "
2803,"Washington County, Utah",49053,81.36,UT-Washington County,"8,653 ","8,718 "
2804,"Wayne County, Utah",49055,79.47,UT-Wayne County,"7,244 ","7,755 "
2805,"Weber County, Utah",49057,78.80,UT-Weber County,"9,150 ","9,686 "
2806,"Addison County, Vermont",50001,80.80,VT-Addison County,"8,547 ","8,194 "
2807,"Bennington County, Vermont",50003,79.49,VT-Bennington County,"9,216 ","9,003 "
2808,"Caledonia County, Vermont",50005,79.90,VT-Caledonia County,"9,419 ","8,433 "
2809,"Chittenden County, Vermont",50007,81.39,VT-Chittenden County,"8,225 ","7,664 "
2810,"Essex County, Vermont",50009,79.70,VT-Essex County,"8,601 ","7,994 "
2811,"Franklin County, Vermont",50011,79.22,VT-Franklin County,"9,190 ","8,352 "
2812,"Grand Isle County, Vermont",50013,80.02,VT-Grand Isle County,"7,973 ","7,383 "
2813,"Lamoille County, Vermont",50015,80.17,VT-Lamoille County,"7,754 ","7,259 "
2814,"Orange County, Vermont",50017,80.36,VT-Orange County,"9,894 ","9,278 "
2815,"Orleans County, Vermont",50019,79.35,VT-Orleans County,"7,914 ","7,591 "
2816,"Rutland County, Vermont",50021,79.11,VT-Rutland County,"9,918 ","9,338 "
2817,"Washington County, Vermont",50023,80.37,VT-Washington County,"9,131 ","8,380 "
2818,"Windham County, Vermont",50025,79.84,VT-Windham County,"9,185 ","8,525 "
2819,"Windsor County, Vermont",50027,80.39,VT-Windsor County,"9,707 ","9,104 "
2820,"Accomack County, Virginia",51001,75.99,VA-Accomack County,"8,843 ","9,029 "
2821,"Albemarle County, Virginia",51003,81.18,VA-Albemarle County,"8,161 ","8,180 "
2822,"Alexandria City, Virginia",51510,81.70,VA-Alexandria city,"8,585 ","8,484 "
2823,"Alleghany County, Virginia",51005,76.35,VA-Alleghany County,"10,155 ","11,124 "
2824,"Amelia County, Virginia",51007,77.27,VA-Amelia County,"9,505 ","10,283 "
2825,"Amherst County, Virginia",51009,77.77,VA-Amherst County,"8,700 ","9,163 "
2826,"Appomattox County, Virginia",51011,77.50,VA-Appomattox County,"8,991 ","9,503 "
2827,"Arlington County, Virginia",51013,82.76,VA-Arlington County,"8,319 ","8,131 "
2828,"Augusta County, Virginia",51015,78.66,VA-Augusta County,"8,613 ","8,894 "
2829,"Bath County, Virginia",51017,77.30,VA-Bath County,"12,270 ","12,453 "
2830,"Bedford County, Virginia",51019,79.27,VA-Bedford County,"8,484 ","8,845 "
2831,"Bland County, Virginia",51021,75.79,VA-Bland County,"9,498 ","10,559 "
2832,"Botetourt County, Virginia",51023,79.69,VA-Botetourt County,"8,557 ","9,056 "
2833,"Bristol City, Virginia",51520,74.18,VA-Bristol city,"9,464 ","11,241 "
2834,"Brunswick County, Virginia",51025,76.04,VA-Brunswick County,"8,330 ","9,055 "
2835,"Buchanan County, Virginia",51027,73.68,VA-Buchanan County,"9,467 ","10,623 "
2836,"Buckingham County, Virginia",51029,77.60,VA-Buckingham County,"8,212 ","8,332 "
2837,"Buena Vista City, Virginia",51530,79.28,VA-Buena Vista city,"8,402 ","9,153 "
2838,"Campbell County, Virginia",51031,78.83,VA-Campbell County,"9,194 ","9,711 "
2839,"Caroline County, Virginia",51033,77.53,VA-Caroline County,"8,759 ","9,245 "
2840,"Carroll County, Virginia",51035,77.27,VA-Carroll County,"8,971 ","9,911 "
2841,"Charles City County, Virginia",51036,77.53,VA-Charles City County,"8,087 ","8,574 "
2842,"Charlotte County, Virginia",51037,76.28,VA-Charlotte County,"8,765 ","9,558 "
2843,"Charlottesville City, Virginia",51540,81.18,VA-Charlottesville city,"9,317 ","9,203 "
2844,"Chesapeake City, Virginia",51550,78.48,VA-Chesapeake city,"9,282 ","10,042 "
2845,"Chesterfield County, Virginia",51041,79.94,VA-Chesterfield County,"8,880 ","9,601 "
2846,"Clarke County, Virginia",51043,79.17,VA-Clarke County,"8,052 ","8,471 "
2847,"Colonial Heights City, Virginia",51570,78.19,VA-Colonial Heights city,"9,020 ","9,761 "
2848,"Covington City, Virginia",51580,75.44,VA-Covington city,"8,987 ","9,709 "
2849,"Craig County, Virginia",51045,78.24,VA-Craig County,"9,648 ","10,308 "
2850,"Culpeper County, Virginia",51047,78.41,VA-Culpeper County,"9,317 ","9,351 "
2851,"Cumberland County, Virginia",51049,78.39,VA-Cumberland County,"8,005 ","8,561 "
2852,"Danville City, Virginia",51590,75.94,VA-Danville city,"9,345 ","9,667 "
2853,"Dickenson County, Virginia",51051,73.90,VA-Dickenson County,"10,434 ","11,484 "
2854,"Dinwiddie County, Virginia",51053,76.93,VA-Dinwiddie County,"9,115 ","9,870 "
2855,"Emporia City, Virginia",51595,74.37,VA-Emporia city,"8,019 ","8,775 "
2856,"Essex County, Virginia",51057,76.75,VA-Essex County,"8,733 ","9,343 "
2857,"Fairfax City, Virginia",51600,83.73,VA-Fairfax city,"8,606 ","8,367 "
2858,"Fairfax County, Virginia",51059,83.73,VA-Fairfax County,"8,443 ","8,286 "
2859,"Falls Church City, Virginia",51610,81.81,VA-Falls Church city,"8,124 ","7,969 "
2860,"Fauquier County, Virginia",51061,79.36,VA-Fauquier County,"9,566 ","9,842 "
2861,"Floyd County, Virginia",51063,78.67,VA-Floyd County,"8,224 ","8,963 "
2862,"Fluvanna County, Virginia",51065,80.79,VA-Fluvanna County,"8,157 ","8,274 "
2863,"Franklin City, Virginia",51620,76.21,VA-Franklin city,"9,193 ","9,734 "
2864,"Franklin County, Virginia",51067,78.59,VA-Franklin County,"8,246 ","8,747 "
2865,"Frederick County, Virginia",51069,79.40,VA-Frederick County,"8,287 ","8,780 "
2866,"Fredericksburg City, Virginia",51630,79.17,VA-Fredericksburg city,"9,367 ","9,721 "
2867,"Galax City, Virginia",51640,74.92,VA-Galax city,"9,296 ","10,180 "
2868,"Giles County, Virginia",51071,75.91,VA-Giles County,"9,192 ","10,002 "
2869,"Gloucester County, Virginia",51073,77.86,VA-Gloucester County,"8,588 ","9,318 "
2870,"Goochland County, Virginia",51075,80.17,VA-Goochland County,"7,724 ","8,197 "
2871,"Grayson County, Virginia",51077,76.91,VA-Grayson County,"8,735 ","9,677 "
2872,"Greene County, Virginia",51079,79.10,VA-Greene County,"8,923 ","9,032 "
2873,"Greensville County, Virginia",51081,74.37,VA-Greensville County,"12,182 ","13,282 "
2874,"Halifax County, Virginia",51083,75.66,VA-Halifax County,"7,974 ","8,744 "
2875,"Hampton City, Virginia",51650,76.90,VA-Hampton city,"8,131 ","8,839 "
2876,"Hanover County, Virginia",51085,79.88,VA-Hanover County,"9,304 ","9,845 "
2877,"Harrisonburg City, Virginia",51660,80.62,VA-Harrisonburg city,"8,076 ","8,276 "
2878,"Henrico County, Virginia",51087,79.44,VA-Henrico County,"9,155 ","9,752 "
2879,"Henry County, Virginia",51089,75.69,VA-Henry County,"8,937 ","9,916 "
2880,"Highland County, Virginia",51091,79.75,VA-Highland County,"7,593 ","7,581 "
2881,"Hopewell City, Virginia",51670,73.95,VA-Hopewell city,"9,464 ","10,290 "
2882,"Isle of Wight County, Virginia",51093,78.03,VA-Isle of Wight County,"8,689 ","9,281 "
2883,"James City County, Virginia",51095,81.68,VA-James City County,"8,732 ","9,399 "
2884,"King George County, Virginia",51099,78.81,VA-King George County,"9,045 ","9,459 "
2885,"King William County, Virginia",51101,77.48,VA-King William County,"8,258 ","8,867 "
2886,"King and Queen County, Virginia",51097,77.70,VA-King and Queen County,"9,339 ","10,051 "
2887,"Lancaster County, Virginia",51103,78.17,VA-Lancaster County,"7,851 ","8,369 "
2888,"Lee County, Virginia",51105,74.54,VA-Lee County,"8,928 ","10,238 "
2889,"Lexington City, Virginia",51678,80.26,VA-Lexington city,"7,633 ","8,140 "
2890,"Loudoun County, Virginia",51107,83.19,VA-Loudoun County,"9,326 ","9,508 "
2891,"Louisa County, Virginia",51109,78.37,VA-Louisa County,"9,275 ","9,549 "
2892,"Lunenburg County, Virginia",51111,77.06,VA-Lunenburg County,"8,506 ","9,167 "
2893,"Lynchburg City, Virginia",51680,76.92,VA-Lynchburg city,"8,637 ","9,135 "
2894,"Madison County, Virginia",51113,78.93,VA-Madison County,"8,434 ","8,408 "
2895,"Manassas City, Virginia",51683,80.99,VA-Manassas city,"10,071 ","10,221 "
2896,"Manassas Park City, Virginia",51685,80.99,VA-Manassas Park city,"8,899 ","9,066 "
2897,"Martinsville City, Virginia",51690,73.26,VA-Martinsville city,"8,623 ","9,641 "
2898,"Mathews County, Virginia",51115,79.19,VA-Mathews County,"8,009 ","8,674 "
2899,"Mecklenburg County, Virginia",51117,76.13,VA-Mecklenburg County,"7,887 ","8,556 "
2900,"Middlesex County, Virginia",51119,78.00,VA-Middlesex County,"7,629 ","8,219 "
2901,"Montgomery County, Virginia",51121,79.38,VA-Montgomery County,"8,660 ","9,225 "
2902,"Nelson County, Virginia",51125,78.06,VA-Nelson County,"8,536 ","8,367 "
