County,County Code,Deaths,Population,Crude Rate
"Hennepin County, MN",27053,151400,21977084,688.9
"Houston County, MN",27055,3421,365538,935.9
"Hubbard County, MN",27057,3523,377213,934
"Isanti County, MN",27059,5091,693033,734.6
"Itasca County, MN",27061,9260,849766,1089.7
"Jackson County, MN",27063,2179,199590,1091.7
"Kanabec County, MN",27065,2645,302356,874.8
"Kandiyohi County, MN",27067,7019,795520,882.3
"Kittson County, MN",27069,1345,89661,1500.1
"Koochiching County, MN",27071,2963,256508,1155.1
"Lac qui Parle County, MN",27073,1891,140233,1348.5
"Lake County, MN",27075,2612,207033,1261.6
"Lake of the Woods County, MN",27077,873,79053,1104.3
"Le Sueur County, MN",27079,4072,515306,790.2
"Lincoln County, MN",27081,1690,114104,1481.1
"Lyon County, MN",27083,4273,484552,881.8
"McLeod County, MN",27085,5874,683987,858.8
"Mahnomen County, MN",27087,1111,101869,1090.6
"Marshall County, MN",27089,1642,183842,893.2
"Martin County, MN",27091,4688,395749,1184.6
"Meeker County, MN",27093,4267,439189,971.6
"Mille Lacs County, MN",27095,5083,476405,1066.9
"Morrison County, MN",27097,5802,621223,934
"Mower County, MN",27099,7555,740133,1020.8
"Murray County, MN",27101,1924,166726,1154
"Nicollet County, MN",27103,3857,607115,635.3
"Nobles County, MN",27105,3511,401794,873.8
"Norman County, MN",27107,1883,131853,1428.1
"Olmsted County, MN",27109,16888,2659849,634.9
"Otter Tail County, MN",27111,12371,1092309,1132.6
"Pennington County, MN",27113,2640,263423,1002.2
"Pine County, MN",27115,4884,543379,898.8
"Pipestone County, MN",27117,2323,181059,1283
"Polk County, MN",27119,6732,595536,1130.4
"Pope County, MN",27121,2609,210388,1240.1
"Ramsey County, MN",27123,75010,9784195,766.6
"Red Lake County, MN",27125,788,78701,1001.3
"Redwood County, MN",27127,3748,305117,1228.4
"Renville County, MN",27129,3833,303318,1263.7
"Rice County, MN",27131,8539,1181104,723
"Rock County, MN",27133,2346,182462,1285.7
"Roseau County, MN",27135,2568,301850,850.8
"St. Louis County, MN",27137,40079,3800244,1054.6
"Scott County, MN",27139,9837,2316951,424.6
"Sherburne County, MN",27141,8302,1574296,527.3
"Sibley County, MN",27143,2731,287937,948.5
"Stearns County, MN",27145,16566,2772852,597.4
"Steele County, MN",27147,5398,679308,794.6
"Stevens County, MN",27149,1606,186357,861.8
"Swift County, MN",27151,2236,193835,1153.6
"Todd County, MN",27153,4097,466577,878.1
"Traverse County, MN",27155,1050,69992,1500.2
"Wabasha County, MN",27157,3531,410616,859.9
"Wadena County, MN",27159,3679,261480,1407
"Waseca County, MN",27161,3181,365082,871.3
"Washington County, MN",27163,23767,4370015,543.9
"Watonwan County, MN",27165,2314,215442,1074.1
"Wilkin County, MN",27167,1468,127363,1152.6
"Winona County, MN",27169,7760,965528,803.7
"Wright County, MN",27171,12240,2204469,555.2
"Yellow Medicine County, MN",27173,2350,199799,1176.2
"Adams County, MS",28001,7836,620408,1263
"Alcorn County, MS",28003,8421,689074,1222.1
"Amite County, MS",28005,2856,249873,1143
"Attala County, MS",28007,5175,367758,1407.2
"Benton County, MS",28009,1833,158984,1152.9
"Bolivar County, MS",28011,8015,680240,1178.3
"Calhoun County, MS",28013,3460,282418,1225.1
"Carroll County, MS",28015,2006,199430,1005.9
"Chickasaw County, MS",28017,3599,342270,1051.5
"Choctaw County, MS",28019,1825,167630,1088.7
"Claiborne County, MS",28021,2004,192905,1038.9
"Clarke County, MS",28023,3836,319919,1199.1
"Clay County, MS",28025,4269,397368,1074.3
"Coahoma County, MS",28027,6019,513347,1172.5
"Copiah County, MS",28029,5857,551833,1061.4
"Covington County, MS",28031,4559,370118,1231.8
"DeSoto County, MS",28033,19972,2804780,712.1
"Forrest County, MS",28035,13715,1408755,973.6
"Franklin County, MS",28037,1779,153333,1160.2
"George County, MS",28039,4424,412302,1073
"Greene County, MS",28041,2356,260243,905.3
"Grenada County, MS",28043,5505,420433,1309.4
"Hancock County, MS",28045,8418,848104,992.6
"Harrison County, MS",28047,34171,3644849,937.5
"Hinds County, MS",28049,39873,4680448,851.9
"Holmes County, MS",28051,4380,372523,1175.8
"Humphreys County, MS",28053,2135,184398,1157.8
"Issaquena County, MS",28055,247,31309,788.9
"Itawamba County, MS",28057,5241,441241,1187.8
"Jackson County, MS",28059,23297,2609265,892.9
"Jasper County, MS",28061,3595,328826,1093.3
"Jefferson County, MS",28063,1622,156632,1035.5
"Jefferson Davis County, MS",28065,2886,239809,1203.5
"Jones County, MS",28067,13693,1269283,1078.8
"Kemper County, MS",28069,1968,197233,997.8
"Lafayette County, MS",28071,6598,874623,754.4
"Lamar County, MS",28073,6797,975261,696.9
"Lauderdale County, MS",28075,17135,1496543,1145
"Lawrence County, MS",28077,2789,245597,1135.6
"Leake County, MS",28079,4754,432166,1100
"Lee County, MS",28081,16055,1540674,1042.1
"Leflore County, MS",28083,7217,633877,1138.5
"Lincoln County, MS",28085,7584,649338,1168
"Lowndes County, MS",28087,10579,1138382,929.3
"Madison County, MS",28089,18255,1720405,1061.1
"Marion County, MS",28091,6380,493798,1292
"Marshall County, MS",28093,7258,686101,1057.9
"Monroe County, MS",28095,7786,703757,1106.3
"Montgomery County, MS",28097,2736,211594,1293
"Neshoba County, MS",28099,6471,555987,1163.9
"Newton County, MS",28101,4727,411722,1148.1
"Noxubee County, MS",28103,2239,222381,1006.8
"Oktibbeha County, MS",28105,5493,878502,625.3
"Panola County, MS",28107,7152,655454,1091.2
"Pearl River County, MS",28109,10711,1013786,1056.5
"Perry County, MS",28111,2442,231409,1055.3
"Pike County, MS",28113,9129,752522,1213.1
"Pontotoc County, MS",28115,4989,556791,896
"Prentiss County, MS",28117,5095,483301,1054.2
"Quitman County, MS",28119,2090,164711,1268.9
"Rankin County, MS",28121,18094,2576565,702.3
"Scott County, MS",28123,5343,536294,996.3
"Sharkey County, MS",28125,1223,101846,1200.8
"Simpson County, MS",28127,5711,520838,1096.5
"Smith County, MS",28129,3342,308556,1083.1
"Stone County, MS",28131,3151,310182,1015.9
"Sunflower County, MS",28133,6024,579265,1039.9
"Tallahatchie County, MS",28135,2844,285296,996.9
"Tate County, MS",28137,5035,521244,966
"Tippah County, MS",28139,4916,412174,1192.7
"Tishomingo County, MS",28141,5169,368262,1403.6
"Tunica County, MS",28143,1997,195333,1022.4
"Union County, MS",28145,5203,510471,1019.3
"Walthall County, MS",28147,3341,287419,1162.4
"Warren County, MS",28149,9837,923045,1065.7
"Washington County, MS",28151,11786,1020944,1154.4
"Wayne County, MS",28153,4035,396779,1016.9
"Webster County, MS",28155,2730,191595,1424.9
"Wilkinson County, MS",28157,2440,186792,1306.3
"Winston County, MS",28159,4294,366232,1172.5
"Yalobusha County, MS",28161,3146,242669,1296.4
"Yazoo County, MS",28163,5467,531270,1029
"Adair County, MO",29001,4170,479766,869.2
"Andrew County, MO",29003,3159,322164,980.6
"Atchison County, MO",29005,1581,110782,1427.1
"Audrain County, MO",29007,5712,489206,1167.6
"Barry County, MO",29009,7553,668579,1129.7
"Barton County, MO",29011,2627,237160,1107.7
"Bates County, MO",29013,3974,319901,1242.3
"Benton County, MO",29015,5168,351406,1470.7
"Bollinger County, MO",29017,2517,234290,1074.3
"Boone County, MO",29019,17786,2982801,596.3
"Buchanan County, MO",29021,17989,1668583,1078.1
"Butler County, MO",29023,10355,801048,1292.7
"Caldwell County, MO",29025,1990,174244,1142.1
"Callaway County, MO",29027,6754,822314,821.3
"Camden County, MO",29029,8197,793747,1032.7
"Cape Girardeau County, MO",29031,13740,1405156,977.8
"Carroll County, MO",29033,2410,181300,1329.3
"Carter County, MO",29035,1477,116143,1271.7
"Cass County, MO",29037,15606,1803167,865.5
"Cedar County, MO",29039,3780,265667,1422.8
"Chariton County, MO",29041,2053,150557,1363.6
"Christian County, MO",29043,9921,1356825,731.2
"Clark County, MO",29045,1628,135309,1203.2
"Clay County, MO",29047,29271,4044573,723.7
"Clinton County, MO",29049,4584,384887,1191
"Cole County, MO",29051,11624,1414172,822
"Cooper County, MO",29053,3526,329758,1069.3
"Crawford County, MO",29055,5255,458422,1146.3
"Dade County, MO",29057,2141,148406,1442.7
"Dallas County, MO",29059,3459,311624,1110
"Daviess County, MO",29061,1701,156403,1087.6
"DeKalb County, MO",29063,2267,241613,938.3
"Dent County, MO",29065,3671,291874,1257.7
"Douglas County, MO",29067,2940,255187,1152.1
"Dunklin County, MO",29069,8653,609156,1420.5
"Franklin County, MO",29071,17674,1889239,935.5
"Gasconade County, MO",29073,3852,288731,1334.1
"Gentry County, MO",29075,1781,128613,1384.8
"Greene County, MO",29077,47893,5072896,944.1
"Grundy County, MO",29079,2646,194795,1358.4
"Harrison County, MO",29081,2294,166986,1373.8
"Henry County, MO",29083,5734,420814,1362.6
"Hickory County, MO",29085,2675,177178,1509.8
"Holt County, MO",29087,1285,93184,1379
"Howard County, MO",29089,2023,192572,1050.5
"Howell County, MO",29091,9211,744486,1237.2
"Iron County, MO",29093,2998,199955,1499.3
"Jackson County, MO",29095,115969,12729668,911
"Jasper County, MO",29097,21648,2147882,1007.9
"Jefferson County, MO",29099,33207,4057348,818.4
"Johnson County, MO",29101,7092,985950,719.3
"Knox County, MO",29103,1056,78760,1340.8
"Laclede County, MO",29105,7065,656589,1076
"Lafayette County, MO",29107,7093,627562,1130.2
"Lawrence County, MO",29109,8098,712690,1136.3
"Lewis County, MO",29111,2262,194779,1161.3
"Lincoln County, MO",29113,7532,932235,808
"Linn County, MO",29115,3425,244937,1398.3
"Livingston County, MO",29117,3668,282476,1298.5
"McDonald County, MO",29119,4027,428252,940.3
"Macon County, MO",29121,3932,294856,1333.5
"Madison County, MO",29123,3101,230979,1342.5
"Maries County, MO",29125,1848,171331,1078.6
"Marion County, MO",29127,6501,542142,1199.1
"Mercer County, MO",29129,824,70729,1165
"Miller County, MO",29131,5175,467428,1107.1
"Mississippi County, MO",29133,3396,264367,1284.6
"Moniteau County, MO",29135,2807,293083,957.7
"Monroe County, MO",29137,1940,170953,1134.8
"Montgomery County, MO",29139,3065,229161,1337.5
"Morgan County, MO",29141,5207,382503,1361.3
"New Madrid County, MO",29143,4650,358193,1298.2
"Newton County, MO",29145,10946,1074779,1018.4
"Nodaway County, MO",29147,3691,431917,854.6
"Oregon County, MO",29149,2635,202552,1300.9
"Osage County, MO",29151,2426,257238,943.1
"Ozark County, MO",29153,2426,181204,1338.8
"Pemiscot County, MO",29155,4579,354236,1292.6
"Perry County, MO",29157,3655,356710,1024.6
"Pettis County, MO",29159,7934,781469,1015.3
"Phelps County, MO",29161,8226,824659,997.5
"Pike County, MO",29163,3785,351444,1077
"Platte County, MO",29165,10572,1644523,642.9
"Polk County, MO",29167,6231,567453,1098.1
"Pulaski County, MO",29169,5501,920198,597.8
"Putnam County, MO",29171,1314,95548,1375.2
"Ralls County, MO",29173,1713,190406,899.7
"Randolph County, MO",29175,5335,477533,1117.2
"Ray County, MO",29177,4619,443711,1041
"Reynolds County, MO",29179,1556,125621,1238.6
"Ripley County, MO",29181,3512,263251,1334.1
"St. Charles County, MO",29183,41361,6530732,633.3
"St. Clair County, MO",29185,2644,182527,1448.6
"Ste. Genevieve County, MO",29186,3360,342528,980.9
"St. Francois County, MO",29187,13741,1189873,1154.8
"St. Louis County, MO",29189,181451,19085018,950.8
"Saline County, MO",29195,5143,440576,1167.3
"Schuyler County, MO",29197,1032,82259,1254.6
"Scotland County, MO",29199,1203,92694,1297.8
"Scott County, MO",29201,8013,749816,1068.7
"Shannon County, MO",29203,1727,158075,1092.5
"Shelby County, MO",29205,1705,122361,1393.4
"Stoddard County, MO",29207,7202,567872,1268.2
"Stone County, MO",29209,6488,586370,1106.5
"Sullivan County, MO",29211,1587,128238,1237.5
"Taney County, MO",29213,9195,915651,1004.2
"Texas County, MO",29215,5534,477269,1159.5
"Vernon County, MO",29217,4680,393901,1188.1
"Warren County, MO",29219,4818,575866,836.7
"Washington County, MO",29221,4944,466025,1060.9
"Wayne County, MO",29223,3645,254244,1433.7
"Webster County, MO",29225,5611,664453,844.5
"Worth County, MO",29227,601,41687,1441.7
"Wright County, MO",29229,4252,349635,1216.1
"St. Louis city, MO",29510,65715,6172843,1064.6
"Beaverhead County, MT",30001,1544,174215,886.3
"Big Horn County, MT",30003,2201,244525,900.1
"Blaine County, MT",30005,1296,126177,1027.1
"Broadwater County, MT",30007,978,98368,994.2
"Carbon County, MT",30009,1821,190313,956.8
"Carter County, MT",30011,279,23471,1188.7
"Cascade County, MT",30013,14947,1537322,972.3
"Chouteau County, MT",30015,1164,110304,1055.3
"Custer County, MT",30017,2694,222041,1213.3
"Daniels County, MT",30019,475,34458,1378.5
"Dawson County, MT",30021,1970,172069,1144.9
"Deer Lodge County, MT",30023,2376,175912,1350.7
"Fallon County, MT",30025,606,55030,1101.2
"Fergus County, MT",30027,2976,219413,1356.3
"Flathead County, MT",30029,14537,1657336,877.1
"Gallatin County, MT",30031,8574,1635456,524.3
"Garfield County, MT",30033,245,23957,1022.7
"Glacier County, MT",30035,2373,254500,932.4
"Golden Valley County, MT",30037,167,17633,947.1
"Granite County, MT",30039,547,58032,942.6
"Hill County, MT",30041,2821,309292,912.1
"Jefferson County, MT",30043,1735,208827,830.8
"Judith Basin County, MT",30045,366,40010,914.8
"Lake County, MT",30047,5189,536967,966.4
"Lewis and Clark County, MT",30049,10026,1166992,859.1
"Liberty County, MT",30051,419,43463,964
"Lincoln County, MT",30053,4179,364967,1145
"McCone County, MT",30055,355,33657,1054.8
"Madison County, MT",30057,1433,141428,1013.2
"Meagher County, MT",30059,463,36054,1284.2
"Mineral County, MT",30061,892,78047,1142.9
"Missoula County, MT",30063,14349,2019807,710.4
"Musselshell County, MT",30065,1100,85396,1288.1
"Park County, MT",30067,2804,299118,937.4
"Petroleum County, MT",30069,68,9408,722.8
"Phillips County, MT",30071,989,81248,1217.3
"Pondera County, MT",30073,1383,117878,1173.2
"Powder River County, MT",30075,380,33829,1123.3
"Powell County, MT",30077,1386,133046,1041.7
"Prairie County, MT",30079,329,21953,1498.7
"Ravalli County, MT",30081,7335,750220,977.7
"Richland County, MT",30083,1862,191327,973.2
"Roosevelt County, MT",30085,2319,202550,1144.9
"Rosebud County, MT",30087,1498,175739,852.4
"Sanders County, MT",30089,2396,210772,1136.8
"Sheridan County, MT",30091,1104,69344,1592.1
"Silver Bow County, MT",30093,7947,647901,1226.6
"Stillwater County, MT",30095,1536,168405,912.1
"Sweet Grass County, MT",30097,753,69402,1085
"Teton County, MT",30099,1238,117229,1056.1
"Toole County, MT",30101,979,97484,1004.3
"Treasure County, MT",30103,148,14329,1032.9
"Valley County, MT",30105,1644,142412,1154.4
"Wheatland County, MT",30107,475,40665,1168.1
"Wibaux County, MT",30109,329,19792,1662.3
"Yellowstone County, MT",30111,24681,2733837,902.8
"Adams County, NE",31001,5797,592711,978
"Antelope County, NE",31003,1493,129499,1152.9
"Arthur County, NE",31005,77,8543,901.3
"Banner County, NE",31007,86,14239,604
"Blaine County, NE",31009,84,9629,872.4
"Boone County, NE",31011,1304,107622,1211.6
"Box Butte County, NE",31013,2318,218783,1059.5
"Boyd County, NE",31015,637,41101,1549.8
"Brown County, NE",31017,783,61219,1279
"Buffalo County, NE",31019,6495,866033,750
"Burt County, NE",31021,1919,133830,1433.9
"Butler County, NE",31023,1903,160302,1187.1
"Cass County, NE",31025,4227,477243,885.7
"Cedar County, NE",31027,2006,171058,1172.7
"Chase County, NE",31029,1023,75882,1348.1
"Cherry County, NE",31031,1204,112026,1074.8
"Cheyenne County, NE",31033,1962,190030,1032.5
"Clay County, NE",31035,1458,125356,1163.1
"Colfax County, NE",31037,1695,197632,857.7
"Cuming County, NE",31039,2056,179326,1146.5
"Custer County, NE",31041,2760,211368,1305.8
"Dakota County, NE",31043,3067,390549,785.3
"Dawes County, NE",31045,1667,173258,962.1
"Dawson County, NE",31047,4123,458717,898.8
"Deuel County, NE",31049,497,37651,1320
"Dixon County, NE",31051,1263,113658,1111.2
"Dodge County, NE",31053,8041,692876,1160.5
"Douglas County, NE",31055,71013,9640628,736.6
"Dundy County, NE",31057,586,38683,1514.9
"Fillmore County, NE",31059,1702,114669,1484.3
"Franklin County, NE",31061,893,62139,1437.1
"Frontier County, NE",31063,440,54042,814.2
"Furnas County, NE",31065,1454,95316,1525.5
"Gage County, NE",31067,5321,426607,1247.3
"Garden County, NE",31069,633,39656,1596.2
"Garfield County, NE",31071,631,37713,1673.2
"Gosper County, NE",31073,478,39081,1223.1
"Grant County, NE",31075,94,12682,741.2
"Greeley County, NE",31077,638,48581,1313.3
"Hall County, NE",31079,9892,1088542,908.7
"Hamilton County, NE",31081,1715,175130,979.3
"Harlan County, NE",31083,862,67407,1278.8
"Hayes County, NE",31085,129,18986,679.4
"Hitchcock County, NE",31087,787,56156,1401.5
"Holt County, NE",31089,2471,203403,1214.8
"Hooker County, NE",31091,244,13990,1744.1
"Howard County, NE",31093,1294,121618,1064
"Jefferson County, NE",31095,2108,147631,1427.9
"Johnson County, NE",31097,1124,96383,1166.2
"Kearney County, NE",31099,1368,126369,1082.5
"Keith County, NE",31101,1816,159435,1139
"Keya Paha County, NE",31103,148,16544,894.6
"Kimball County, NE",31105,1011,73173,1381.7
"Knox County, NE",31107,2367,167648,1411.9
"Lancaster County, NE",31109,35281,5316291,663.6
"Lincoln County, NE",31111,6622,675364,980.5
"Logan County, NE",31113,146,14417,1012.7
"Loup County, NE",31115,116,12241,947.6
"McPherson County, NE",31117,67,9992,670.5
"Madison County, NE",31119,6695,668376,1001.7
"Merrick County, NE",31121,1613,150039,1075.1
"Morrill County, NE",31123,1124,96363,1166.4
"Nance County, NE",31125,1020,71729,1422
"Nemaha County, NE",31127,1621,137599,1178.1
"Nuckolls County, NE",31129,1320,88011,1499.8
"Otoe County, NE",31131,3484,298217,1168.3
"Pawnee County, NE",31133,833,53620,1553.5
"Perkins County, NE",31135,704,57439,1225.6
"Phelps County, NE",31137,2135,177982,1199.6
"Pierce County, NE",31139,1500,140510,1067.5
"Platte County, NE",31141,4935,605374,815.2
"Polk County, NE",31143,1220,102895,1185.7
"Red Willow County, NE",31145,2441,211226,1155.6
"Richardson County, NE",31147,2493,163390,1525.8
"Rock County, NE",31149,422,29302,1440.2
"Saline County, NE",31151,2888,269446,1071.8
"Sarpy County, NE",31153,13995,2874278,486.9
"Saunders County, NE",31155,3653,389564,937.7
"Scotts Bluff County, NE",31157,8052,695067,1158.4
"Seward County, NE",31159,3165,318439,993.9
"Sheridan County, NE",31161,1484,106565,1392.6
"Sherman County, NE",31163,808,60268,1340.7
"Sioux County, NE",31165,155,25943,597.5
"Stanton County, NE",31167,918,118361,775.6
"Thayer County, NE",31169,1630,102665,1587.7
"Thomas County, NE",31171,126,13064,964.5
"Thurston County, NE",31173,1410,133125,1059.2
"Valley County, NE",31175,1110,82725,1341.8
"Washington County, NE",31177,3194,378160,844.6
"Wayne County, NE",31179,1214,181971,667.1
"Webster County, NE",31181,1163,72631,1601.2
"Wheeler County, NE",31183,122,15550,784.6
"York County, NE",31185,2831,266215,1063.4
"Churchill County, NV",32001,4672,463671,1007.6
"Clark County, NV",32003,250187,34674385,721.5
"Douglas County, NV",32005,7641,872951,875.3
"Elko County, NV",32007,5124,912981,561.2
"Esmeralda County, NV",32009,219,16286,1344.7
"Eureka County, NV",32011,251,33981,738.6
"Humboldt County, NV",32013,2269,306369,740.6
"Lander County, NV",32015,782,106540,734
"Lincoln County, NV",32017,928,91895,1009.8
"Lyon County, NV",32019,8902,893631,996.2
"Mineral County, NV",32021,1459,90244,1616.7
"Nye County, NV",32023,11018,765479,1439.4
"Pershing County, NV",32027,881,126488,696.5
"Storey County, NV",32029,469,72093,650.5
"Washoe County, NV",32031,60797,7688079,790.8
"White Pine County, NV",32033,1800,180905,995
"Carson City, NV",32510,12540,1039408,1206.5
"Belknap County, NH",33001,11729,1131953,1036.2
"Carroll County, NH",33003,9130,886188,1030.3
"Cheshire County, NH",33005,12879,1448027,889.4
"Coos County, NH",33007,7978,624003,1278.5
"Grafton County, NH",33009,14007,1651099,848.3
"Hillsborough County, NH",33011,56051,7551957,742.2
"Merrimack County, NH",33013,23418,2748576,852
"Rockingham County, NH",33015,39718,5566773,713.5
"Strafford County, NH",33017,17642,2298681,767.5
"Sullivan County, NH",33019,7952,810391,981.3
"Atlantic County, NJ",34001,49677,5100957,973.9
"Bergen County, NJ",34003,136732,17216651,794.2
"Burlington County, NJ",34005,71497,8434802,847.6
"Camden County, NJ",34007,88199,9713632,908
"Cape May County, NJ",34009,24731,1864929,1326.1
"Cumberland County, NJ",34011,28327,2905589,974.9
"Essex County, NJ",34013,120235,15010963,801
"Gloucester County, NJ",34015,45726,5304926,862
"Hudson County, NJ",34017,78079,12066205,647.1
"Hunterdon County, NJ",34019,15829,2400553,659.4
"Mercer County, NJ",34021,54519,6907353,789.3
"Middlesex County, NJ",34023,107065,15184834,705.1
"Monmouth County, NJ",34025,101299,11895305,851.6
"Morris County, NJ",34027,67693,9277471,729.6
"Ocean County, NJ",34029,132905,10681264,1244.3
"Passaic County, NJ",34031,71808,9478774,757.6
"Salem County, NJ",34033,13596,1233739,1102
"Somerset County, NJ",34035,40982,6043704,678.1
"Sussex County, NJ",34037,20558,2794732,735.6
"Union County, NJ",34039,79307,10183925,778.7
"Warren County, NJ",34041,17658,2036420,867.1
"Bernalillo County, NM",35001,92924,12010214,773.7
"Catron County, NM",35003,677,67655,1000.7
"Chaves County, NM",35005,12078,1210521,997.8
"Cibola County, NM",35006,4358,512702,850
"Colfax County, NM",35007,2770,257418,1076.1
"Curry County, NM",35009,7266,904993,802.9
"DeBaca County, NM",35011,537,38227,1404.8
"Dona Ana County, NM",35013,25492,3766017,676.9
"Eddy County, NM",35015,10347,1014522,1019.9
"Grant County, NM",35017,6177,561339,1100.4
"Guadalupe County, NM",35019,845,87908,961.2
"Harding County, NM",35021,150,13874,1081.2
"Hidalgo County, NM",35023,939,94866,989.8
"Lea County, NM",35025,9557,1188128,804.4
"Lincoln County, NM",35027,3427,378997,904.2
"Los Alamos County, NM",35028,2139,344658,620.6
"Luna County, NM",35029,5311,472850,1123.2
"McKinley County, NM",35031,9835,1380598,712.4
"Mora County, NM",35033,856,92832,922.1
"Otero County, NM",35035,10065,1204692,835.5
"Quay County, NM",35037,2358,172974,1363.2
"Rio Arriba County, NM",35039,6990,764716,914.1
"Roosevelt County, NM",35041,2935,363885,806.6
"Sandoval County, NM",35043,15492,2265598,683.8
"San Juan County, NM",35045,16519,2336335,707
"San Miguel County, NM",35047,5129,553484,926.7
"Santa Fe County, NM",35049,18532,2672856,693.3
"Sierra County, NM",35051,4382,229187,1912
"Socorro County, NM",35053,2948,336992,874.8
"Taos County, NM",35055,4929,608817,809.6
"Torrance County, NM",35057,2611,309614,843.3
"Union County, NM",35059,911,81040,1124.1
"Valencia County, NM",35061,10800,1380939,782.1
"Albany County, NY",36001,52207,5762327,906
"Allegany County, NY",36003,8949,930204,962
"Bronx County, NY",36005,182331,26295679,693.4
"Broome County, NY",36007,39890,3788071,1053
"Cattaraugus County, NY",36009,15821,1536586,1029.6
"Cayuga County, NY",36011,14098,1524037,925
"Chautauqua County, NY",36013,27959,2566634,1089.3
"Chemung County, NY",36015,18182,1689063,1076.5
"Chenango County, NY",36017,10321,958407,1076.9
"Clinton County, NY",36019,12710,1548266,820.9
"Columbia County, NY",36021,12839,1191858,1077.2
"Cortland County, NY",36023,8301,932051,890.6
"Delaware County, NY",36025,10291,902112,1140.8
"Dutchess County, NY",36027,43659,5563434,784.7
"Erie County, NY",36029,184592,17660164,1045.2
"Essex County, NY",36031,7746,740818,1045.6
"Franklin County, NY",36033,8495,974712,871.5
"Fulton County, NY",36035,11120,1043574,1065.6
"Genesee County, NY",36037,11285,1135954,993.4
"Greene County, NY",36039,9869,922398,1069.9
"Hamilton County, NY",36041,1215,94021,1292.3
"Herkimer County, NY",36043,13174,1216060,1083.3
"Jefferson County, NY",36045,16606,2177610,762.6
"Kings County, NY",36047,319953,47805537,669.3
"Lewis County, NY",36049,4473,511690,874.2
"Livingston County, NY",36051,9843,1233924,797.7
"Madison County, NY",36053,11133,1362033,817.4
"Monroe County, NY",36055,121036,14115752,857.5
"Montgomery County, NY",36057,11499,944212,1217.8
"Nassau County, NY",36059,206874,25492568,811.5
"New York County, NY",36061,200597,30241947,663.3
"Niagara County, NY",36063,44313,4104599,1079.6
"Oneida County, NY",36065,47736,4444402,1074.1
"Onondaga County, NY",36067,78314,8807047,889.2
"Ontario County, NY",36069,18496,2009326,920.5
"Orange County, NY",36071,48773,6955452,701.2
"Orleans County, NY",36073,7579,816124,928.7
"Oswego County, NY",36075,19876,2313155,859.3
"Otsego County, NY",36077,11281,1176202,959.1
"Putnam County, NY",36079,12093,1877378,644.1
"Queens County, NY",36081,282901,42654407,663.2
"Rensselaer County, NY",36083,28068,2988623,939.2
"Richmond County, NY",36085,67833,8786870,772
"Rockland County, NY",36087,39618,5835061,679
"St. Lawrence County, NY",36089,19477,2118217,919.5
"Saratoga County, NY",36091,30555,4104497,744.4
"Schenectady County, NY",36093,29142,2886088,1009.7
"Schoharie County, NY",36095,5380,609698,882.4
"Schuyler County, NY",36097,3615,354703,1019.2
"Seneca County, NY",36099,6357,663587,958
"Steuben County, NY",36101,19010,1872696,1015.1
"Suffolk County, NY",36103,218261,28051087,778.1
"Sullivan County, NY",36105,13932,1444029,964.8
"Tioga County, NY",36107,8365,967902,864.2
"Tompkins County, NY",36109,12036,1917044,627.8
"Ulster County, NY",36111,30284,3436505,881.2
"Warren County, NY",36113,12154,1231628,986.8
"Washington County, NY",36115,11426,1183330,965.6
"Wayne County, NY",36117,15513,1768796,877
"Westchester County, NY",36119,135780,17999234,754.4
"Wyoming County, NY",36121,6957,802375,867.1
"Yates County, NY",36123,4743,476032,996.4
"Alamance County, NC",37001,27435,2773766,989.1
"Alexander County, NC",37003,6349,686100,925.4
"Alleghany County, NC",37005,2542,207003,1228
"Anson County, NC",37007,5560,495608,1121.9
"Ashe County, NC",37009,5934,498495,1190.4
"Avery County, NC",37011,3630,336825,1077.7
"Beaufort County, NC",37013,10569,885731,1193.3
"Bertie County, NC",37015,4756,385054,1235.2
"Bladen County, NC",37017,7476,644650,1159.7
"Brunswick County, NC",37019,19548,1897085,1030.4
"Buncombe County, NC",37021,44416,4403340,1008.7
"Burke County, NC",37023,17570,1705603,1030.1
"Cabarrus County, NC",37025,25250,3175858,795.1
"Caldwell County, NC",37027,16144,1533797,1052.6
"Camden County, NC",37029,1364,174000,783.9
"Carteret County, NC",37031,13704,1228877,1115.2
"Caswell County, NC",37033,4832,446246,1082.8
"Catawba County, NC",37035,27811,2865727,970.5
"Chatham County, NC",37037,10747,1158551,927.6
"Cherokee County, NC",37039,6428,503040,1277.8
"Chowan County, NC",37041,3480,277992,1251.8
"Clay County, NC",37043,2475,191748,1290.8
"Cleveland County, NC",37045,20600,1846129,1115.8
"Columbus County, NC",37047,12668,1067333,1186.9
"Craven County, NC",37049,17945,1877051,956
"Cumberland County, NC",37051,41858,5978002,700.2
"Currituck County, NC",37053,3703,429479,862.2
"Dare County, NC",37055,5365,636189,843.3
"Davidson County, NC",37057,29407,3008326,977.5
"Davie County, NC",37059,7328,749310,978
"Duplin County, NC",37061,9838,1056595,931.1
"Durham County, NC",37063,33840,4967793,681.2
"Edgecombe County, NC",37065,11558,1055719,1094.8
"Forsyth County, NC",37067,56459,6467177,873
"Franklin County, NC",37069,9189,1086762,845.5
"Gaston County, NC",37071,39425,3838865,1027
"Gates County, NC",37073,2268,216890,1045.7
"Graham County, NC",37075,1961,161295,1215.8
"Granville County, NC",37077,9211,1063012,866.5
"Greene County, NC",37079,3521,390932,900.7
